                           QSO        ion       Glon       Glat    maxcol_v_LSR      total_logN
       SDSSJ095915.65+050355.1       FeII    233.370     43.483         -11.038          12.379
       SDSSJ095915.65+050355.1        SII    233.370     43.483          27.935          17.391
       SDSSJ095915.65+050355.1       SiII    233.370     43.483         -20.031          15.207
       SDSSJ095915.65+050355.1       SiIV    233.370     43.483          45.923          13.640
       SDSSJ123235.82+060310.0       CII*    290.085     68.453           6.208          14.047
       SDSSJ123235.82+060310.0        CIV    290.085     68.453          -2.786          14.306
       SDSSJ123235.82+060310.0       FeII    290.085     68.453          21.198           9.500
       SDSSJ123235.82+060310.0         NV    290.085     68.453          -2.786          13.648
       SDSSJ123235.82+060310.0       NiII    290.085     68.453          18.200          13.890
       SDSSJ123235.82+060310.0        SII    290.085     68.453           6.208          15.334
       SDSSJ123235.82+060310.0       SiII    290.085     68.453          33.189          14.628
       SDSSJ123235.82+060310.0       SiIV    290.085     68.453          -5.784          13.928
       SDSSJ135712.61+170444.1       CII*      2.860     71.780          -4.192          13.999
       SDSSJ135712.61+170444.1        CIV      2.860     71.780         -73.145          15.200
       SDSSJ135712.61+170444.1         NV      2.860     71.780         -28.176          13.635
       SDSSJ135712.61+170444.1       NiII      2.860     71.780          -4.192          13.908
       SDSSJ135712.61+170444.1        SII      2.860     71.780          -7.190          15.191
       SDSSJ135712.61+170444.1       SiII      2.860     71.780         -13.186          15.164
       SDSSJ135712.61+170444.1       SiIV      2.860     71.780         -28.176          13.775
                        TON580       CII*    194.941     72.031         -14.906          14.357
                        TON580        CIV    194.941     72.031         -20.902          14.224
                        TON580       FeII    194.941     72.031         -38.889           9.840
                        TON580         NV    194.941     72.031         -53.879          13.749
                        TON580       NiII    194.941     72.031         -32.893          14.053
                        TON580        SII    194.941     72.031         -56.877          15.460
                        TON580       SiII    194.941     72.031          18.071          14.932
                        TON580       SiIV    194.941     72.031         -11.908          13.715
                       TONS210       CII*    224.971    -83.160         -12.836          13.819
                       TONS210        CIV    224.971    -83.160          23.139          14.403
                       TONS210       FeII    224.971    -83.160         -15.834           9.383
                       TONS210         NV    224.971    -83.160          -9.839          13.564
                       TONS210       NiII    224.971    -83.160          -9.839          13.844
                       TONS210        SII    224.971    -83.160          -6.841          15.203
                       TONS210       SiII    224.971    -83.160           2.153          14.596
                       TONS210       SiIV    224.971    -83.160          11.147          13.580
                      VIIZW244       CII*    136.657     32.678          -8.249          14.199
                      VIIZW244        CIV    136.657     32.678         -20.241          14.242
                      VIIZW244         NV    136.657     32.678         -38.228          13.532
                      VIIZW244       NiII    136.657     32.678          -8.249          14.079
                      VIIZW244        SII    136.657     32.678           3.743          15.479
                      VIIZW244       SiII    136.657     32.678         -26.237          15.237
                      VIIZW244       SiIV    136.657     32.678         -38.228          13.674
       VV2006-J095240.2+515250       CII*    163.895     48.529         -48.887          14.552
       VV2006-J095240.2+515250        CIV    163.895     48.529         -57.881          13.599
       VV2006-J095240.2+515250       FeII    163.895     48.529        -117.839          14.167
       VV2006-J095240.2+515250        SII    163.895     48.529          -3.918          15.124
       VV2006-J095240.2+515250       SiII    163.895     48.529         -57.881          15.587
       VV2006-J095240.2+515250       SiIV    163.895     48.529         -45.889          13.351
                     ZW535.012       CII*    120.174    -17.126           2.444          14.521
                     ZW535.012        CIV    120.174    -17.126         -24.537          13.723
                     ZW535.012       FeII    120.174    -17.126        -147.452          15.427
                     ZW535.012         NV    120.174    -17.126          11.438          13.828
                     ZW535.012       NiII    120.174    -17.126          -3.551          13.920
                     ZW535.012        SII    120.174    -17.126          11.438          15.713
                     ZW535.012       SiII    120.174    -17.126         -36.529          15.074
                     ZW535.012       SiIV    120.174    -17.126          -6.549          13.425
